 ,Alg1_Vec,Alg1_For,Alg3_For,Alg3_ParFor@2,Alg3_ParFor@3,Alg3_ParFor@4,,,,,,,,
Digits #: 10,,,,,,,,Digits #:,Alg1_Vec,Alg1_For,Alg3_For,Alg3_ParFor@2,Alg3_ParFor@3,Alg3_ParFor@4
64,0.222663,0.319820,0.389140,0.487765,0.418905,0.408609,,,,,,,,
65,0.218695,0.330135,0.378964,0.502058,0.424971,0.412987,,,,,,,,
66,0.250129,0.318997,0.381671,0.496841,0.433991,0.421474,,,,,,,,
67,0.216036,0.320755,0.389878,0.529531,0.446147,0.428093,,,,,,,,
68,0.238286,0.338882,0.384350,0.487911,0.444062,0.426928,,,,,,,,
69,0.231832,0.325630,0.384475,0.519184,0.458091,0.418813,,,,,,,,
70,0.219623,0.335688,0.387122,0.518537,0.422670,0.389680,,,,,,,,
71,0.213838,0.318694,0.379298,0.485075,0.439341,0.403826,,,,,,,,
72,0.220097,0.326683,0.382111,0.499134,0.418062,0.380635,,,,,,,,
73,0.230526,0.327446,0.383025,0.510675,0.432382,0.377985,,,,,,,,
74,0.208647,0.328117,0.382309,0.496245,0.426608,0.393021,,,,,,,,
75,0.265124,0.335814,0.383524,0.510226,0.431826,0.393053,,,,,,,,
76,0.236495,0.319738,0.381999,0.480501,0.432663,0.404788,,,,,,,,
77,0.215821,0.319813,0.383243,0.482330,0.445082,0.391628,,,,,,,,
78,0.220845,0.319331,0.380595,0.524267,0.446159,0.389223,,,,,,,,
79,0.230989,0.321844,0.383341,0.482815,0.465364,0.397715,,,,,,,,
80,0.223562,0.322723,0.380121,0.507187,0.442842,0.403926,,,,,,,,
81,0.226186,0.321459,0.383250,0.520795,0.418149,0.425694,,,,,,,,
82,0.222491,0.325907,0.382940,0.471812,0.431198,0.398080,,,,,,,,
83,0.224695,0.323632,0.396945,0.499230,0.429839,0.427631,,,,,,,,
84,0.223292,0.322265,0.385155,0.491486,0.445536,0.375190,,,,,,,,
85,0.215086,0.321367,0.379677,0.503844,0.445779,0.423461,,,,,,,,
86,0.231918,0.330294,0.392479,0.533376,0.413282,0.396705,,,,,,,,
87,0.216928,0.334647,0.379250,0.510965,0.437997,0.389874,,,,,,,,
88,0.243132,0.322088,0.381288,0.500353,0.431474,0.437680,,,,,,,,
89,0.227841,0.318503,0.375066,0.501545,0.438204,0.414074,,,,,,,,
90,0.220644,0.321029,0.376974,0.531125,0.424376,0.409085,,,,,,,,
91,0.225750,0.325216,0.399993,0.526544,0.437345,0.406084,,,,,,,,
92,0.251065,0.319777,0.380357,0.519514,0.416637,0.382313,,,,,,,,
93,0.222821,0.329009,0.383955,0.495000,0.430827,0.393968,,,,,,,,
94,0.213628,0.335319,0.382125,0.509031,0.428465,0.430484,,,,,,,,
95,0.224391,0.320217,0.381308,0.511997,0.435781,0.394698,,,,,,,,
96,0.214098,0.317758,0.380403,0.487176,0.419909,0.409671,,,,,,,,
97,0.223300,0.317413,0.383238,0.496765,0.450366,0.398116,,,,,,,,
98,0.208582,0.315781,0.391121,0.503346,0.438835,0.384058,,,,,,,,
99,0.212952,0.334585,0.380667,0.525674,0.435100,0.437144,,,,,,,,
100,0.233620,0.322550,0.388588,0.506092,0.426504,0.412036,,,,,,,,
Avg:,0.192160,0.310434,0.364965,0.433433,0.367443,0.346286,,,,,,,,
Digits #: 100000000,,,,,,,,,,,,,,
1,3.105489,3.905337,3.978812,7.620523,5.871528,5.670578,,,,,,,,
2,2.888534,3.762768,4.020921,5.254455,4.306067,4.204542,,,,,,,,
3,2.112241,3.032902,3.517373,5.109059,3.648335,3.491678,,,,,,,,
4,2.046752,3.027523,3.550808,3.565413,3.310573,3.126901,,,,,,,,
5,2.053163,3.032665,3.493682,4.112603,3.314611,3.127461,,,,,,,,
6,2.068550,3.048463,3.528713,3.746742,3.008304,2.895780,,,,,,,,
7,2.066643,3.018413,3.464267,3.891458,3.351717,2.917776,,,,,,,,
8,2.067151,3.041348,3.517709,3.789593,3.236112,3.290874,,,,,,,,
9,2.063400,3.008840,3.531179,3.848223,3.242876,3.817251,,,,,,,,
10,2.038301,2.968902,3.487248,3.930686,3.237312,2.953895,,,,,,,,
11,2.077016,3.025870,3.479253,3.873696,3.329189,2.960831,,,,,,,,
12,2.085913,2.997935,3.540669,4.097001,3.303841,3.111123,,,,,,,,
13,2.099691,3.011623,3.591630,3.913691,3.168365,3.050044,,,,,,,,
14,2.123432,3.025010,3.556574,3.940488,3.117346,2.863029,,,,,,,,
15,2.054523,3.017606,3.518676,3.726699,3.156090,2.952414,,,,,,,,
16,2.085091,3.007570,3.507881,3.684580,3.298179,3.226074,,,,,,,,
17,2.054605,3.068012,3.513483,4.030116,3.302439,2.955788,,,,,,,,
18,2.070985,3.031430,3.563041,3.800535,3.068961,2.829046,,,,,,,,
19,2.118513,3.009773,3.516962,3.794926,2.902239,2.924514,,,,,,,,
20,2.072810,3.043753,3.562855,4.259967,3.113103,2.990630,,,,,,,,
21,2.059968,3.022306,3.545227,3.758694,3.100828,3.043099,,,,,,,,
22,2.089214,3.015540,3.481393,3.881190,2.994557,2.939696,,,,,,,,
23,2.072073,3.043258,3.548499,4.026468,3.061597,3.054762,,,,,,,,
24,2.048398,3.013078,3.582064,3.729603,3.133493,3.291995,,,,,,,,
25,2.089163,3.017989,3.526679,3.938067,3.156616,2.935837,,,,,,,,
26,2.084015,3.007625,3.547904,4.190080,3.636516,2.949190,,,,,,,,
27,2.072860,3.126044,3.506736,4.636756,3.225472,3.047373,,,,,,,,
28,2.067709,3.067931,3.535368,3.890484,3.099800,3.162153,,,,,,,,
29,2.116631,3.025552,3.531954,3.823702,3.281079,3.009829,,,,,,,,
30,2.066163,3.000543,3.507878,3.568014,3.297066,2.925644,,,,,,,,
31,2.060802,3.024926,3.559771,3.914684,3.196828,2.947849,,,,,,,,
32,2.087953,3.019841,3.510693,3.960960,3.212637,3.157965,,,,,,,,
33,2.069407,3.014669,3.480744,3.637679,3.171081,2.889810,,,,,,,,
34,2.069445,3.029829,3.558288,3.832728,2.991817,2.899746,,,,,,,,
35,2.102160,3.052910,3.493303,3.714965,3.106696,3.115401,,,,,,,,
36,2.139152,3.035765,3.506173,3.711101,3.123031,3.081832,,,,,,,,
37,2.107873,3.011160,3.525790,3.843381,3.233848,3.294148,,,,,,,,
38,2.107803,3.051529,3.554781,3.860411,3.151226,3.070614,,,,,,,,
39,2.044300,3.011521,3.498711,3.930821,3.059307,2.986323,,,,,,,,
40,2.120683,3.070843,3.568122,3.802507,3.155301,2.923615,,,,,,,,
41,2.085016,3.020955,3.482835,4.048438,3.124149,2.888803,,,,,,,,
42,2.074730,3.014435,3.482376,3.720293,3.057807,3.034751,,,,,,,,
43,2.065108,3.030881,3.486328,3.885226,3.289093,3.051954,,,,,,,,
44,2.108190,3.021193,3.481842,3.700080,3.096943,2.776753,,,,,,,,
45,2.050381,2.991336,3.522184,3.770317,3.066420,3.497788,,,,,,,,
46,2.146543,3.034943,3.565639,4.121484,3.211691,3.166391,,,,,,,,
47,2.084414,3.040435,3.478012,3.925901,3.017119,2.894899,,,,,,,,
48,2.125711,3.023194,3.474265,3.670326,3.001195,3.243664,,,,,,,,
49,2.111397,3.021556,3.524657,3.876496,3.084111,2.857987,,,,,,,,
50,2.066764,3.029990,3.572736,3.716911,3.029057,2.797596,,,,,,,,
51,2.099260,3.024837,3.527661,3.643457,3.053921,2.824962,,,,,,,,
52,2.148891,2.999218,3.489251,3.739286,3.218610,2.857249,,,,,,,,
53,2.098817,3.021322,3.473001,3.723026,3.065021,2.962220,,,,,,,,
54,2.226992,3.023583,3.569334,3.972434,3.867068,2.954350,,,,,,,,
55,2.120254,3.036235,3.563076,3.693471,3.214314,2.864408,,,,,,,,
56,2.067995,3.025063,3.569961,4.206725,3.249217,3.229306,,,,,,,,
57,2.019743,3.026362,3.500199,3.931636,3.241103,3.118500,,,,,,,,
58,2.279620,3.154091,3.509411,4.041985,2.991749,3.048825,,,,,,,,
59,2.116869,3.047033,3.560768,4.138508,3.287689,3.117966,,,,,,,,
60,2.120806,3.038990,3.551175,3.783111,3.117599,3.181550,,,,,,,,
61,2.127305,3.041683,3.569917,4.099773,3.111148,2.898153,,,,,,,,
62,2.136637,3.054479,3.562495,4.086797,3.180715,2.851076,,,,,,,,
63,2.087381,3.042933,3.552259,3.765195,3.010572,3.115106,,,,,,,,
64,2.102631,3.075082,3.524610,3.851140,3.180770,2.921245,,,,,,,,
65,2.113941,3.015502,3.472658,3.790597,3.064038,3.116351,,,,,,,,
66,2.120059,3.049006,3.499900,3.597432,3.121751,3.002110,,,,,,,,
67,2.105067,3.025104,3.517778,3.813628,3.171853,2.982285,,,,,,,,
68,2.080668,3.001982,3.484230,3.770331,3.368537,2.976741,,,,,,,,
69,2.069452,3.010604,3.472691,3.707309,3.230901,2.757926,,,,,,,,
70,2.097400,3.022741,3.525123,3.991012,3.036956,2.882671,,,,,,,,
71,2.090639,3.007924,3.481484,3.834839,3.055303,4.031547,,,,,,,,
72,2.177468,3.130627,3.532225,5.362814,4.318315,3.663356,,,,,,,,
73,2.274699,3.119070,3.524954,4.216018,3.183397,3.286077,,,,,,,,
74,2.153397,3.072887,3.485516,4.093657,3.516945,3.708114,,,,,,,,
75,2.165649,3.121293,3.512968,5.243041,3.404182,3.523414,,,,,,,,
76,2.114652,3.025194,3.534785,4.030874,3.276018,3.216161,,,,,,,,
77,2.169545,3.076547,3.529118,3.949525,3.448130,3.336879,,,,,,,,
78,2.094336,3.035704,3.563726,5.141711,4.192689,3.452676,,,,,,,,
79,2.123368,3.013294,3.549365,4.451475,4.812886,3.740039,,,,,,,,
80,2.196016,3.060821,3.513252,3.674489,3.306937,2.975328,,,,,,,,
81,2.093123,3.039509,3.560768,3.879898,3.310975,3.072522,,,,,,,,
82,2.112118,3.071083,3.559822,3.808727,3.064979,2.872933,,,,,,,,
83,2.093185,3.044928,3.488615,4.016543,3.244509,3.155295,,,,,,,,
84,2.084176,3.021878,3.555196,3.736920,3.284406,3.237324,,,,,,,,
85,2.100884,3.022264,3.484585,3.992696,3.289879,2.950017,,,,,,,,
86,2.080897,3.040759,3.572733,3.590319,3.310317,3.023357,,,,,,,,
87,2.122549,3.024647,3.548581,3.726096,3.100199,3.012815,,,,,,,,
88,2.113990,3.019566,3.602704,3.729555,3.438931,2.847121,,,,,,,,
89,2.069582,3.017795,3.479140,3.975527,3.362707,2.921008,,,,,,,,
90,2.080470,2.997904,3.547242,4.152989,3.106745,2.834115,,,,,,,,
91,2.069993,3.047168,3.545674,3.956944,3.321418,3.072817,,,,,,,,
92,2.098053,3.039472,3.590122,3.849390,3.146212,2.940359,,,,,,,,
93,2.071964,3.017479,3.488929,3.900952,3.150491,2.902836,,,,,,,,
94,2.102612,3.038156,3.495493,3.882278,3.700733,2.934256,,,,,,,,
95,2.103364,3.027679,3.486674,4.555655,3.283631,2.831275,,,,,,,,
96,2.079952,3.029764,3.540232,3.829750,3.030019,2.944488,,,,,,,,
97,2.099001,3.019936,3.464069,3.690615,3.125039,2.852143,,,,,,,,
98,2.133410,3.021667,3.494997,3.705341,3.045121,2.879278,,,,,,,,
99,2.113546,3.031026,3.506147,3.864459,2.984023,2.923712,,,,,,,,
100,2.074405,3.017785,3.476965,3.843486,3.002697,2.970389,,,,,,,,
Avg:,2.117437,3.049672,3.532943,3.991117,3.272549,3.100723,,,,,,,,
